title,price,category,condition,material,description,url,combined_text,furniture_type,is_sofa,is_bed,is_table,is_chair,material_quality,material_type,length,width,height,volume,seating_capacity,is_new,is_used,condition_score,has_brand,is_imported,is_handmade,is_antique,is_modern,with_cushions,has_warranty,size_score,material_score,style_score,completeness_score,quality_score,capacity_score,price_per_volume,type_material_score
"Study Table, Computer Table Laptop Table Office Table Working Table",3499.0,Furniture,New,,"Description SIZE 3×2 (3,499), 4×2 (6,499)
MDF LASANI SHEET (WITH PVC EDGE BINDING TAPE)
METAL FRAME
FURNITURE PADS 
CABLE HOLE WITH CAP 
MAKE YOUR OWN CUSTOMIZE SIZES AND
DESIGNS

Colours:
black, white, dark brown, wooden,

HOME DELIVERY IN LAHORE 

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",https://www.olx.com.pk/item/study-table-computer-table-laptop-table-office-table-working-table-iid-1093822341,"Study Table, Computer Table Laptop Table Office Table Working Table Description SIZE 3×2 (3,499), 4×2 (6,499)
MDF LASANI SHEET (WITH PVC EDGE BINDING TAPE)
METAL FRAME
FURNITURE PADS 
CABLE HOLE WITH CAP 
MAKE YOUR OWN CUSTOMIZE SIZES AND
DESIGNS

Colours:
black, white, dark brown, wooden,

HOME DELIVERY IN LAHORE 

FOR MORE DETAILS CONTACT ON WHATSAPP. 
 (View phone number)",3,0,0,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,3499.0,21
Garden decoration cycle-Decorative flower cycle-Plant pot cycle stand,20000.0,Furniture,New,,"Description *****Welcome to International Lohar***

We deal All kind of Flower Pots Decorations
many more sizes and design are available in stocks. 
Best Quality products. 

2 Tier Artificial Flower
Rod Iron Planter Stand Cycle
Planters Pots flower stand
home decorations

For more Details
Contact on WhatsApp  : 0/3/1/5/5/8/2/8/8/7//1",https://www.olx.com.pk/item/garden-decoration-cycle-decorative-flower-cycle-plant-pot-cycle-stand-iid-1104706955,"Garden decoration cycle-Decorative flower cycle-Plant pot cycle stand Description *****Welcome to International Lohar***

We deal All kind of Flower Pots Decorations
many more sizes and design are available in stocks. 
Best Quality products. 

2 Tier Artificial Flower
Rod Iron Planter Stand Cycle
Planters Pots flower stand
home decorations

For more Details
Contact on WhatsApp  : 0/3/1/5/5/8/2/8/8/7//1",0,0,0,0,0,3,4,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,10,0,0,15,0.0,20000.0,0
Parlour Chair Salon Cahir Hair Wash Unit Pedicure Trolley,65000.0,Furniture,New,,"Description السلام علیکم!
طیب سیلون چئیر ورکس 
کی طرف سے خوش آمدید۔

ہم 2012 سے سیلون اور بیوٹی پارلر چیئرز اور سیلون فرنیچر کی ہر طرح کی آئٹمز جیسا کہ. . . . 
* *سیلون چیئرز
* پارلر چیئرز
* شیمپو یونٹ
* مینیکیور پیڈیکیور صوفے
* سیلون اور آفس کے لیے ویٹنگ اور سیٹنگ صوفہ
* میک اپ ٹرالی
* بےبی کٹنگ چیئرز* اور بہت سی چیزیں آرڈر پر تیار کرتے ہیں،
ہم پاکستان کے تمام شہروں میں سامان سپلائی کرتے ہیں،
آپ اپنی پسند کا کلر اور ڈیزائن اپنی مرضی کے مطابق بنوا سکتے ہیں،
اور اپ اپنی پسند کا کوئی ڈیزائن بھی ہم سے ہول سیل ریٹ پر اچھی کوالٹی میں بنوا سکتے ہیں،
پاکستان کے تمام شہروں میں ڈیلیوری کروانے کی سہولت موجود ہے،

ہماری فیکٹری رضا آباد نزد عباس میرج ہال نڑ والا روڈ فیصل آباد میں ہے۔ آپ کسی بھی دن ہماری فیکٹری تشریف لا سکتے ہیں۔ انتظار کی زحمت سے بچنے کے لیے نیچے دیے گئے نمبر پر رابطہ کرکے تشریف لائیں 
 (View phone number) 
Tayyab Saloon Chair Works",https://www.olx.com.pk/item/parlour-chair-salon-cahir-hair-wash-unit-pedicure-trolley-iid-1103848812,"Parlour Chair Salon Cahir Hair Wash Unit Pedicure Trolley Description السلام علیکم!
طیب سیلون چئیر ورکس 
کی طرف سے خوش آمدید۔

ہم 2012 سے سیلون اور بیوٹی پارلر چیئرز اور سیلون فرنیچر کی ہر طرح کی آئٹمز جیسا کہ. . . . 
* *سیلون چیئرز
* پارلر چیئرز
* شیمپو یونٹ
* مینیکیور پیڈیکیور صوفے
* سیلون اور آفس کے لیے ویٹنگ اور سیٹنگ صوفہ
* میک اپ ٹرالی
* بےبی کٹنگ چیئرز* اور بہت سی چیزیں آرڈر پر تیار کرتے ہیں،
ہم پاکستان کے تمام شہروں میں سامان سپلائی کرتے ہیں،
آپ اپنی پسند کا کلر اور ڈیزائن اپنی مرضی کے مطابق بنوا سکتے ہیں،
اور اپ اپنی پسند کا کوئی ڈیزائن بھی ہم سے ہول سیل ریٹ پر اچھی کوالٹی میں بنوا سکتے ہیں،
پاکستان کے تمام شہروں میں ڈیلیوری کروانے کی سہولت موجود ہے،

ہماری فیکٹری رضا آباد نزد عباس میرج ہال نڑ والا روڈ فیصل آباد میں ہے۔ آپ کسی بھی دن ہماری فیکٹری تشریف لا سکتے ہیں۔ انتظار کی زحمت سے بچنے کے لیے نیچے دیے گئے نمبر پر رابطہ کرکے تشریف لائیں 
 (View phone number) 
Tayyab Saloon Chair Works",4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,65000.0,16
uPVC Windows & Doors Durable & Stylish Doors for Home & Office,85000.0,Furniture,New,,"Description Transform your Home & Office with Premium Quality uPVC Windows & Doors – designed to give you style, comfort & durability at the best price!
 Modern & Elegant Design – Perfect for any interior or exterior look
 Soundproof & Weather Resistant – Stay comfortable in every season
 Durable & Long-Lasting – Rust free & termite proof material
 Low Maintenance – Easy to clean, no polishing or painting required

And also work Pakistani, Chinses, Turkish Profile  

 Pricing & Charges:
•	Prices vary according to size & design
•	Base price is without glass
•	Glass & installation charges will be separate

 Best choice for long-lasting quality and stylish look!
 Call/WhatsApp now for details & quotation  (Chat with seller) 

Pin Location 
www. google. com/maps?q=24.8471658,67.0973354

Address: Suit no # 194 E. B. M Causeway, Near Alamgir Walfare, Sector # 6A Mehran Town Korangu Industrial Area Karachi",https://www.olx.com.pk/item/upvc-windows-doors-durable-stylish-doors-for-home-office-iid-1105418241,"uPVC Windows & Doors Durable & Stylish Doors for Home & Office Description Transform your Home & Office with Premium Quality uPVC Windows & Doors – designed to give you style, comfort & durability at the best price!
 Modern & Elegant Design – Perfect for any interior or exterior look
 Soundproof & Weather Resistant – Stay comfortable in every season
 Durable & Long-Lasting – Rust free & termite proof material
 Low Maintenance – Easy to clean, no polishing or painting required

And also work Pakistani, Chinses, Turkish Profile  

 Pricing & Charges:
•	Prices vary according to size & design
•	Base price is without glass
•	Glass & installation charges will be separate

 Best choice for long-lasting quality and stylish look!
 Call/WhatsApp now for details & quotation  (Chat with seller) 

Pin Location 
www. google. com/maps?q=24.8471658,67.0973354

Address: Suit no # 194 E. B. M Causeway, Near Alamgir Walfare, Sector # 6A Mehran Town Korangu Industrial Area Karachi",3,0,0,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,1,0,0,0.0,4,2,0,13,0.0,85000.0,12
sofa set | L shape sofa | Wooden sofa | Velvet sofa | Luxury sofa,60000.0,Sofa,New,,"Description Asalam u Alikum !
******* Signature wood Furniture **********
We deal all kind of furniture
Best Quality furniture
Buy The Best Sofa Sets Online L-Shaped Sofa Sets
All Products Price Are Different
Best & no. 1 quality material used in all products. 
Different sofa different price

Starting price ****60000***

Graceful and decent design. Best Quality and Finishing
Solid wood structure and 1st quality material used
NOTE: Har sofa k rate Alag h buy karne se pehle confirm karen
For further details contact us on whatsapp / phone call
Contact : 03/20/41/56/612",https://www.olx.com.pk/item/sofa-set-l-shape-sofa-wooden-sofa-velvet-sofa-luxury-sofa-iid-1105223324,"sofa set | L shape sofa | Wooden sofa | Velvet sofa | Luxury sofa Description Asalam u Alikum !
******* Signature wood Furniture **********
We deal all kind of furniture
Best Quality furniture
Buy The Best Sofa Sets Online L-Shaped Sofa Sets
All Products Price Are Different
Best & no. 1 quality material used in all products. 
Different sofa different price

Starting price ****60000***

Graceful and decent design. Best Quality and Finishing
Solid wood structure and 1st quality material used
NOTE: Har sofa k rate Alag h buy karne se pehle confirm karen
For further details contact us on whatsapp / phone call
Contact : 03/20/41/56/612",1,1,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,60000.0,7
Dressing /Wooden dressing/Luxury dressing/Wooden book shelf,40000.0,Furniture,Used,,"Description Dressing /Wooden dressing/Luxury dressing/Wooden book shelf
A Multipurpose Dresser and Bookshelf with wheels 
W 47"" x D 25"" x H 67""
For more details contact here
   >0/321/446/002/2<",https://www.olx.com.pk/item/dressing-wooden-dressingluxury-dressingwooden-book-shelf-iid-1105299112,"Dressing /Wooden dressing/Luxury dressing/Wooden book shelf Description Dressing /Wooden dressing/Luxury dressing/Wooden book shelf
A Multipurpose Dresser and Bookshelf with wheels 
W 47"" x D 25"" x H 67""
For more details contact here
   >0/321/446/002/2<",7,0,0,0,0,3,1,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,40000.0,49
Garden chair | Outdoor Rattan Furniture | UPVC outdoor chair | chairs,7999.0,Furniture,New,,"Description Welcome here 

we provide best outdoor furniture furniture

we are manufacturing Rattan chair 
we are manufacturing UPVC Garden chair 
heat prove water prove product 
imported Rattan work 
Available on Demand order now

Safe Ur Rehman
For more details click on my profile
call / sms / inbox and whats app
 (View phone number)",https://www.olx.com.pk/item/garden-chair-outdoor-rattan-furniture-upvc-outdoor-chair-chairs-iid-1102041617,"Garden chair | Outdoor Rattan Furniture | UPVC outdoor chair | chairs Description Welcome here 

we provide best outdoor furniture furniture

we are manufacturing Rattan chair 
we are manufacturing UPVC Garden chair 
heat prove water prove product 
imported Rattan work 
Available on Demand order now

Safe Ur Rehman
For more details click on my profile
call / sms / inbox and whats app
 (View phone number)",4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,1,0,0,0,0,0,0.0,4,2,0,9,0.0,7999.0,16
"Premium Designer Curtains, Elegant, Custom-Fit by Hangways.",1500.0,Furniture,New,,"Description Upgrade your home with Hangways premium designer curtains – where style meets quality. 
 Features:

Luxurious fabric with a soft, elegant drape

Custom sizes to perfectly fit your windows

Multiple colors & styles available

Perfect for bedrooms, living rooms, and offices

Durable, easy-to-maintain material


 Why Hangways?
We specialize in premium curtains, fabrics, and upholstery, bringing a touch of elegance to every space. Trusted for quality and style. 

 Visit our showroom or order online – nationwide delivery available.",https://www.olx.com.pk/item/premium-designer-curtains-elegant-custom-fit-by-hangways-iid-1104961918,"Premium Designer Curtains, Elegant, Custom-Fit by Hangways. Description Upgrade your home with Hangways premium designer curtains – where style meets quality. 
 Features:

Luxurious fabric with a soft, elegant drape

Custom sizes to perfectly fit your windows

Multiple colors & styles available

Perfect for bedrooms, living rooms, and offices

Durable, easy-to-maintain material


 Why Hangways?
We specialize in premium curtains, fabrics, and upholstery, bringing a touch of elegance to every space. Trusted for quality and style. 

 Visit our showroom or order online – nationwide delivery available.",2,0,1,0,0,2,3,26.0,20.0,0.0,0.0,0.0,0,0,9,0,0,0,0,0,0,0,0.0,7,0,0,16,0.0,1500.0,14
"King Size Luxury Bed, 2 Side Table, Dressing Table, UK Foam - 5 PCS",90000.0,Bed,Used,Wood,"Description BEST DEAL

PRICE = RS 90,000

5 PCS Set King Size Luxury Bed

King Size Bed
2 Side Table
Dressing Table
UK Foam

FRESH Deal Only Used 6 Months
Please Note, Some Minor Scratches

Only Serious Buyers Contact

Location, Sardar Ahmed Jan Colony Peshawar",https://www.olx.com.pk/item/king-size-luxury-bed-2-side-table-dressing-table-uk-foam-5-pcs-iid-1105017276,"King Size Luxury Bed, 2 Side Table, Dressing Table, UK Foam - 5 PCS Description BEST DEAL

PRICE = RS 90,000

5 PCS Set King Size Luxury Bed

King Size Bed
2 Side Table
Dressing Table
UK Foam

FRESH Deal Only Used 6 Months
Please Note, Some Minor Scratches

Only Serious Buyers Contact

Location, Sardar Ahmed Jan Colony Peshawar",2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,0,1,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,90000.0,8
Traditional rugs-luxury rug-living room rugs-premium rug-rugs for sale,1090.0,Furniture,New,,"Description Traditional Design Mats and Rugs

- Printed 
- Silky 
- Soft 
- Low Pile Finish 
- Cotton Back 


Mats

Starting from PKR 1,090

Sizes:
1.40 x 60 cm (1.3 x 2.0 feet)
2.50 x 70 cm (1.6 x 2.3 feet)
3.60 x 90 cm (2.0 x 3.0 feet)

Rugs  

Starting from PKR 7,090

Sizes:
1.100 x 150 cm (3.3 x 4.9 feet)
2.120 x 170 cm (3.9 x 5.6 feet)
3.160 x 230 cm (5.2 x 7.5 feet)
4.200 x 290 cm (6.6 x 9.5 feet)",https://www.olx.com.pk/item/traditional-rugs-luxury-rug-living-room-rugs-premium-rug-rugs-for-sale-iid-1104678772,"Traditional rugs-luxury rug-living room rugs-premium rug-rugs for sale Description Traditional Design Mats and Rugs

- Printed 
- Silky 
- Soft 
- Low Pile Finish 
- Cotton Back 


Mats

Starting from PKR 1,090

Sizes:
1.40 x 60 cm (1.3 x 2.0 feet)
2.50 x 70 cm (1.6 x 2.3 feet)
3.60 x 90 cm (2.0 x 3.0 feet)

Rugs  

Starting from PKR 7,090

Sizes:
1.100 x 150 cm (3.3 x 4.9 feet)
2.120 x 170 cm (3.9 x 5.6 feet)
3.160 x 230 cm (5.2 x 7.5 feet)
4.200 x 290 cm (6.6 x 9.5 feet)",0,0,0,0,0,2,3,40.0,60.0,0.0,2400.0,0.0,0,0,5,0,0,0,0,0,0,0,7.783640596221253,7,0,0,12,0.0,0.4539775093710954,0
office work stations / office furniture / office table / workstation,52000.0,Furniture,New,,"Description --------------Saad Traders--------------
--New Chairs --
Get premium-quality new chairs or restore your old ones with professional repair services, including mechanism fixes for smooth functionality. 

Our Items (For Office Chair):
• CEO chairs
• Executive chairs
• Staff chairs
• High back office chairs
• Low back office chairs
• Visitor chairs
• Study chairs
• Auditorium chairs
• Gaming Chair
• Colour Customization. 
• office sofas
• coffee chairs
• sofa come 
• saloon chairs
Our Items (For Office tables):
• Executive Table
• Office Table
• Gaming Table
• study Table
•  table
• Conference table
• Workstation
• center table
• dining table
• coffee table

• Available in Different designs. ,, You can also customize it as per your requirement. 

Shop Adress ;- Shop No 7, Maqbara Mor, Old Ravi Bridge Shahdara , Lahore
. for more details kindly contact on whatsapp or phone
0/3/0/5/7/7/7/4/1/1/1 : saad
your old ones with professional repair services, including mechanism fixes for smooth functionality.",https://www.olx.com.pk/item/office-work-stations-office-furniture-office-table-workstation-iid-1104892405,"office work stations / office furniture / office table / workstation Description --------------Saad Traders--------------
--New Chairs --
Get premium-quality new chairs or restore your old ones with professional repair services, including mechanism fixes for smooth functionality. 

Our Items (For Office Chair):
• CEO chairs
• Executive chairs
• Staff chairs
• High back office chairs
• Low back office chairs
• Visitor chairs
• Study chairs
• Auditorium chairs
• Gaming Chair
• Colour Customization. 
• office sofas
• coffee chairs
• sofa come 
• saloon chairs
Our Items (For Office tables):
• Executive Table
• Office Table
• Gaming Table
• study Table
•  table
• Conference table
• Workstation
• center table
• dining table
• coffee table

• Available in Different designs. ,, You can also customize it as per your requirement. 

Shop Adress ;- Shop No 7, Maqbara Mor, Old Ravi Bridge Shahdara , Lahore
. for more details kindly contact on whatsapp or phone
0/3/0/5/7/7/7/4/1/1/1 : saad
your old ones with professional repair services, including mechanism fixes for smooth functionality.",1,1,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,52000.0,4
Executive Office Chair/Special sale period /Boss Chair/Office Chair,10500.0,Chair,New,,"Description HB FURNITURE
Our Items (For Office Chair):
•	CEO chairs
•	Executive chairs 
•	Staff chairs 
•	High back office chairs 
•	Low back office chairs 
•	Visitor chairs 
•	Study chairs 
•	Auditorium chairs
•	Gaming Chair 
•	Colour Customization. 
One year warranty 
Fully imported brand new

For more details contact us : 0319//7491//970
0319//2004//722",https://www.olx.com.pk/item/executive-office-chairspecial-sale-period-boss-chairoffice-chair-iid-1104800657,"Executive Office Chair/Special sale period /Boss Chair/Office Chair Description HB FURNITURE
Our Items (For Office Chair):
•	CEO chairs
•	Executive chairs 
•	Staff chairs 
•	High back office chairs 
•	Low back office chairs 
•	Visitor chairs 
•	Study chairs 
•	Auditorium chairs
•	Gaming Chair 
•	Colour Customization. 
One year warranty 
Fully imported brand new

For more details contact us : 0319//7491//970
0319//2004//722",4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,1,0,10,0,1,0,0,0,0,1,0.0,4,2,2,14,0.0,10500.0,16
Sofa Cover,3000.0,Furniture,New,,"Description Sofa Cover in Bubble Stuff 

3 seater price 3000
3+1+1 seater price 5000
3+2+1 seater price 6000
3+2+1+1 seater price 7000

For order and Details Whatsapp at  (View phone number)",https://www.olx.com.pk/item/sofa-cover-iid-1104833038,"Sofa Cover Description Sofa Cover in Bubble Stuff 

3 seater price 3000
3+1+1 seater price 5000
3+2+1 seater price 6000
3+2+1+1 seater price 7000

For order and Details Whatsapp at  (View phone number)",1,1,0,0,0,2,0,26.0,20.0,0.0,0.0,3.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,3000.0,4
Office chairs/Office table/Draws/Tables/Racks/Sofas/Computer Tables,3999.0,Chair,Used,,"Description Islamabad Auctioneer Buy & Sell Used Furniture at Best prices!!
Office Furniture for Sale | Executive Table & Chairs | Like New in Runing condition
Upgrade your workspace with brand new office furniture available at a great price!
 Office furniture/office chairs/office table/Executive table
 Executive Office Table
 Comfortable Office Chairs
 Stylish Design – Perfect for Corporate Use
 Barely Used – In almost new condition
 Ideal for offices, startups, or home workspaces
Our Top products** 

-> Master Chair 
-> Comfortable Chair 
-> Executive Revolving Chair 
-> Office Chair 
-> Waiting Sofa 
-> Boss Chair 
-> Counter Chair 
-> Stool Chair 
-> Gaming Chiar 
-> Visitor Chair

For More Details contact us on Watsapp or callUpgrade your workspace with brand new office furniture available at a great price!
 Office furniture/office chairs/office table/Executive table
 Executive Office Table
 Comfortable Office Chairs
 Stylish Design – Perfect for Corporate Use
 Barely Used – In almost new condition
 Ideal for offices, startups, or home workspaces
Our Top products** 

-> Master Chair 
-> Comfortable Chair 
-> Executive Revolving Chair 
-> Office Chair 
-> Waiting Sofa 
-> Boss Chair 
-> Counter Chair 
-> Stool Chair 
-> Gaming Chiar 
-> Visitor Chair

For More Details contact us on Watsapp or call",https://www.olx.com.pk/item/office-chairsoffice-tabledrawstablesrackssofascomputer-tables-iid-1104803539,"Office chairs/Office table/Draws/Tables/Racks/Sofas/Computer Tables Description Islamabad Auctioneer Buy & Sell Used Furniture at Best prices!!
Office Furniture for Sale | Executive Table & Chairs | Like New in Runing condition
Upgrade your workspace with brand new office furniture available at a great price!
 Office furniture/office chairs/office table/Executive table
 Executive Office Table
 Comfortable Office Chairs
 Stylish Design – Perfect for Corporate Use
 Barely Used – In almost new condition
 Ideal for offices, startups, or home workspaces
Our Top products** 

-> Master Chair 
-> Comfortable Chair 
-> Executive Revolving Chair 
-> Office Chair 
-> Waiting Sofa 
-> Boss Chair 
-> Counter Chair 
-> Stool Chair 
-> Gaming Chiar 
-> Visitor Chair

For More Details contact us on Watsapp or callUpgrade your workspace with brand new office furniture available at a great price!
 Office furniture/office chairs/office table/Executive table
 Executive Office Table
 Comfortable Office Chairs
 Stylish Design – Perfect for Corporate Use
 Barely Used – In almost new condition
 Ideal for offices, startups, or home workspaces
Our Top products** 

-> Master Chair 
-> Comfortable Chair 
-> Executive Revolving Chair 
-> Office Chair 
-> Waiting Sofa 
-> Boss Chair 
-> Counter Chair 
-> Stool Chair 
-> Gaming Chiar 
-> Visitor Chair

For More Details contact us on Watsapp or call",1,1,0,1,1,2,0,26.0,20.0,0.0,0.0,0.0,1,1,10,1,0,0,0,0,0,0,0.0,4,0,2,14,0.0,3999.0,4
Dining Table - 6 Seater Dining Table - Dining Table With Dining Chair,50000.0,Table,New,,"Description **WELCOME TO TR FURNITURE HOUSE*

All Home Furniture Available
We Deal all Kinds of Wooden Furniture like 

100+ Beautiful Designs Are Available
*Solid & beautiful dining table Available in Reasonable price. 
*We are manufacturing all types of quality Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*No compromise in quality of product & polish. 

*The color scheme can be changed according to *
your choice *

Customize tables chairs design available in order

*selling all types of furniture. . . . . . . . . . 


*Special discounted in bulk purchasing*

You can contact us call & what's app-- 24/7
Only serious buyers can 
contact us Whatsap No : 0 3 2 2 / 6 7 1 2 / 7 7 5",https://www.olx.com.pk/item/dining-table-6-seater-dining-table-dining-table-with-dining-chair-iid-1098981256,"Dining Table - 6 Seater Dining Table - Dining Table With Dining Chair Description **WELCOME TO TR FURNITURE HOUSE*

All Home Furniture Available
We Deal all Kinds of Wooden Furniture like 

100+ Beautiful Designs Are Available
*Solid & beautiful dining table Available in Reasonable price. 
*We are manufacturing all types of quality Furniture Factory Price. 
*Graceful and decent design. Best Quality and Finishing
*No compromise in quality of product & polish. 

*The color scheme can be changed according to *
your choice *

Customize tables chairs design available in order

*selling all types of furniture. . . . . . . . . . 


*Special discounted in bulk purchasing*

You can contact us call & what's app-- 24/7
Only serious buyers can 
contact us Whatsap No : 0 3 2 2 / 6 7 1 2 / 7 7 5",3,0,0,1,1,3,1,26.0,20.0,0.0,0.0,6.0,0,0,5,0,0,0,0,0,0,0,0.0,7,0,0,12,0.0,50000.0,21
bed /double bed/king size bed set/bedroom furniture/bridal set/woo,29999.0,Bed,New,Wood,"Description We are manufacturing all types of Furniture on Factory Price. 

With Good Polish and Original Wood
Bed 33k
side table 12k

Also we repaint and polish your old furniture

Solid and beautiful bedroom set available in reasonable price. 

We are manufacturing all types quality furniture. 

Best and no 1 quality material used in all products. 

Graceful and decent design. Best quality and finishing

Solid wood structure and 1st quality material used. 

No compromise in quality of products and polish
Contact for more details",https://www.olx.com.pk/item/bed-double-bedking-size-bed-setbedroom-furniturebridal-setwoo-iid-1104389405,"bed /double bed/king size bed set/bedroom furniture/bridal set/woo Description We are manufacturing all types of Furniture on Factory Price. 

With Good Polish and Original Wood
Bed 33k
side table 12k

Also we repaint and polish your old furniture

Solid and beautiful bedroom set available in reasonable price. 

We are manufacturing all types quality furniture. 

Best and no 1 quality material used in all products. 

Graceful and decent design. Best quality and finishing

Solid wood structure and 1st quality material used. 

No compromise in quality of products and polish
Contact for more details",2,0,1,1,0,3,1,26.0,20.0,0.0,0.0,0.0,0,1,7,0,0,0,0,0,0,0,0.0,7,0,0,14,0.0,29999.0,14
Executive Table /Chair for Sale,40000.0,Table,Used,,"Description Executive Table  With Side Table for Sale @ 40,000/=
 , Spacious design with drawers for storage

ExecutiveChair leather chair with adjustable height @ 12,000/=

2-Visiter Chair @ 10,000/=

Lightly used and in excellent condition
Ideal for executives, managers, or remote workers

Ready to move – just place and use!
 Price– slightly negotiable

Contact now to grab this stylish and comfortable office setup!",https://www.olx.com.pk/item/executive-table-chair-for-sale-iid-1104779450,"Executive Table /Chair for Sale Description Executive Table  With Side Table for Sale @ 40,000/=
 , Spacious design with drawers for storage

ExecutiveChair leather chair with adjustable height @ 12,000/=

2-Visiter Chair @ 10,000/=

Lightly used and in excellent condition
Ideal for executives, managers, or remote workers

Ready to move – just place and use!
 Price– slightly negotiable

Contact now to grab this stylish and comfortable office setup!",3,0,0,1,1,4,2,26.0,20.0,0.0,0.0,0.0,0,1,9,0,0,0,0,0,0,0,0.0,10,0,0,19,0.0,40000.0,30
High Back Mesh Chair/Office Chair/Staff Chair/Ergonomic Chair/Chair,10500.0,Chair,New,,Description Please call us for more details.,https://www.olx.com.pk/item/high-back-mesh-chairoffice-chairstaff-chairergonomic-chairchair-iid-1105115557,High Back Mesh Chair/Office Chair/Staff Chair/Ergonomic Chair/Chair Description Please call us for more details.,4,0,0,0,1,2,0,26.0,20.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0.0,4,0,0,9,0.0,10500.0,16
Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners,68000.0,Furniture,New,,"Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",https://www.olx.com.pk/item/recliner-electric-manual-sofa-recliners-sofa-set-new-recliners-iid-1105179611,"Recliner - Electric / Manual Sofa Recliners - Sofa Set - New Recliners Description WildStone Presents : Recliner All Series. 

All New Design Available for More Information & Design 
Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 . 

 --------------------------------------------------------------

1 : Signature Series Recliner. Model : 

310: Manual  ( Azadi Sale ). 

 --------------------------------------------------------------

2 :Classic series Recliner. Model :

350 : Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

3 : Royale Series Recliner : Model: 

320:Manual Recliner ( Azadi Sale ). 

 --------------------------------------------------------------

1 : Cloud Seat Recliner Sofa – Premium Faux Leather Electric Recliner

812 : Basic Electric. ( Azadi Sale ). 

815 : Electric Recliner With Rocker. 
816 : Electric Recliner With AI Voice Controller. 

--------------------------------------------------------------

1 : Eva Recliner Sofa – Premium PU Leather Electric Recliner ( Azadi Sale ). 

--------------------------------------------------------------

1 : G-97 3 Seater Recliner – Premium Faux Leather Recliner. ( Azadi Sale ). 

--------------------------------------------------------------

DELIVERY AVAILABLE

--------------------------------------------------------------

All New Design Available for More Information & Design 

visit : www. wildstone. pk

Contact Now. : 0 3 1 0 / 4 7 6 5 / 6 2 4 .",1,1,0,0,0,4,2,26.0,20.0,0.0,0.0,3.0,1,0,5,0,0,0,1,0,0,0,0.0,10,3,0,15,0.0,68000.0,10
King bed with side tables and dressing,65000.0,Bed,New,Wood,"Description King bed set with dressing mirror and side tables for 65K  only. Used only for 1 month, brand new. Bough it for 85K. Side tables and dressing is Deco Paint.",https://www.olx.com.pk/item/king-bed-with-side-tables-and-dressing-iid-1105369024,"King bed with side tables and dressing Description King bed set with dressing mirror and side tables for 65K  only. Used only for 1 month, brand new. Bough it for 85K. Side tables and dressing is Deco Paint.",2,0,1,1,0,2,0,26.0,20.0,0.0,0.0,0.0,1,1,10,0,0,0,0,0,0,0,0.0,4,0,0,14,0.0,65000.0,8
