title,price,condition,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit
"HP ProBook 430 G3 - TOUCH SCREEN - 8 GB RAM 240 GB SSD Gulshan-e-Iqbal, Karachi•4 weeks ago Call Chat",35999,Used,2,0,0,8.0,240.0,2,0,0,15.6,0,0,0,0,1,0,1,0,,0,0,5,0,3,,0
"fujitsu core i5 2nd Gen | 4GB Ram with Ssd | 50% Instant Discount Cantt, Sialkot•5 days ago Call Chat",20000,Used,3,1,2,4.0,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,1,,0
"HP ProBook 430 G7 Available On Easy Installment Plan Gulberg 2, Lahore•1 day ago Call Chat",5800,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp i5 7th Gen Generation Laptop. Better Than Lenovo Cantt, Lahore•3 weeks ago Call Chat",37000,Used,3,1,7,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Acer Quad core 4th generation laptop 8gb ram 15.6 crystal led Ayub National Park, Rawalpindi•2 weeks ago Call Chat",22999,Used,2,0,0,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"HP EliteBook 840 G3 Core i5 16GB RAM 128GB SSD Gulberg Greens, Islamabad•1 day ago Call Chat",55999,Used,3,1,0,16.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"MacBook Pro 2019 core i7 13 inch – 16GB/ 256GB 10/10 Model Town, Lahore•2 weeks ago Call Chat",77000,Excellent,4,1,0,,,0,0,0,13.0,0,0,0,0,0,0,0,0,,0,0,10,0,5,2019.0,0
"chromebooks / laptops with warrantyat Al Wajid laptops Walton Road, Lahore•4 weeks ago Call Chat",21500,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,1,1,,0
"Dell Laptop Core i5 7th Gen – 8GB RAM | 256GB SSD (Fresh) 10% offer Sheikh Jana, Swabi•2 days ago Call Chat",37500,New,3,1,7,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elitebook 735G6 Ryzen 7 3700U = i7 8th Gen 8GB RAM 256GB SSD ! Saddar, Rawalpindi•1 week ago Call Chat",59900,Used,4,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elite X2 g1 tablet PC Portable 2 in 1 Gulistan-e-Jauhar, Karachi•4 weeks ago Call Chat",20000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"Mac Book Pro 2017 PIA Housing Scheme - Block A1, Lahore•2 hours ago Call Chat",73000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,2.0,0,0,5,0,1,2017.0,0
"Surface Book 2 | core i7 8th Gen | 2GB Graphic card || Touch screen D Ground, Faisalabad•4 days ago Call Chat",79000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,1,,0
"Microsoft Surface Pro i5 7thGen. 8/256 |4k| 2 in 1 |with sim working Mall Road, Lahore•4 weeks ago Call Chat",32500,Good,3,1,7,,,0,0,0,15.6,0,1,0,0,0,1,0,0,,0,0,5,0,1,,0
"HP Core i5 8th Gen Generation Laptop. Beter than Dell F-7, Islamabad•4 weeks ago Call Chat",50000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Acer Nitro 5 Gaming Laptop | GTX 1050 | 16GB RAM |Full HD | Windows 11 Izmir Town Extension, Lahore•2 days ago Call Chat",83000,Used,2,0,0,16.0,,0,2,1,15.6,1,0,0,1,0,0,0,0,,0,0,5,0,2,,0
"Core i7 i5 10th 11th 12th Generation Dell Laptop | Mix Models FHD 1080 Allama Iqbal Town - Huma Block, Lahore•4 weeks ago Call Chat",58000,Used,4,1,12,,,0,0,0,15.6,1,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP 2in1 x360 EliteBook 1040 G5 Core i5 8th Touch n Type | 830 G7 G6 G8 DHA Phase 1, Lahore•2 weeks ago Call Chat",71999,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 5330 | i5 12th Gen | Fast & Reliable | 16GB + 512GB Johar Town Phase 2, Lahore•2 days ago Call Chat",85000,Used,3,1,12,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Pro 6/Pro 7+ Available E-11/3, Islamabad•2 weeks ago Call Chat",55000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Chromebook HP Dell Lenovo Laptop Also Available HP Laptop Dell Laptop Gulberg 3, Lahore•6 days ago Call Chat",9999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"MacBook Pro 2019 core i7 13 inch – 16GB/ 256GB 10/10 Model Town, Lahore•2 weeks ago Call Chat",77000,Excellent,4,1,0,,,0,0,0,13.0,0,0,0,0,0,0,0,0,,0,0,10,0,5,2019.0,0
"Dell Latitude 5410 i5 10th Gen 8GB RAM 256GB SSD FHD Display Backlite! Saddar, Rawalpindi•2 weeks ago Call Chat",58500,Used,3,1,10,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,1
"Lenovo Thinkpad core i5 6th generation laptop 8gb ram 500gb rom Chaklala Scheme, Rawalpindi•1 week ago Call Chat",32999,Used,3,1,6,8.0,500.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Toshiba z20t 5th gen 4gb ram 128gb ssd Awan Town, Lahore•1 week ago Call Chat",18000,Used,2,0,0,4.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Elite 1013 g3 core i5 8th gen 8gb ram 256gb ssd Laptop Samanabad, Lahore•2 weeks ago Call Chat",48000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Laptop Core i3 i5 i7 4th 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Johar Town, Lahore•4 weeks ago Call Chat",35000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 7420 Core i5 11th Gen, 8GB RAM, 256GB 14"" Fresh stock Kalma Chowk, Lahore•3 weeks ago Call Chat",65000,New,3,1,11,8.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 5330 | i5 12th Gen | Fast & Reliable | 16GB + 512GB Johar Town Phase 2, Lahore•2 days ago Call Chat",85000,Used,3,1,12,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Pro 6/Pro 7+ Available E-11/3, Islamabad•2 weeks ago Call Chat",55000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP Elitebook 820 G3 Core ( i5-6th ) 8/256 HP Laptop Johar Town Phase 1, Lahore•4 weeks ago Call Chat",37000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Acer predator helios neo 16S AI RTX 5070Ti core ultra 9 275hx 16” oled Model Town Link Road, Lahore•1 week ago Call Chat",6000,Used,2,0,0,,,0,3,1,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"Acer Quad core 4th generation laptop 8gb ram 15.6 crystal led Ayub National Park, Rawalpindi•2 weeks ago Call Chat",22999,Used,2,0,0,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"Dell Latitude 7490 Core i5 8th Generation Laptop Saddar, Karachi•6 days ago Call Chat",44999,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP New LoGo Envy Laptop Chungi Amar Sadhu, Lahore•5 days ago Chat",85000,New,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,3,,0
"Toshiba Portégé Z30-B Darul Islam Colony, Attock•2 days ago Call Chat",22000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"HP EliteBook 840 G6 8th Gen Core i5 8GB | 256GB Laptop Stock Available Gulberg, Lahore•4 weeks ago Call Chat",60000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Laptop Lenovo Thinkpad All Types Laptop's Chromebooks Available Valencia Town, Lahore•4 weeks ago Call Chat",9999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell latitude, dell 7320,Dell 11th gen, Dell i7 DHA Defence, Karachi•15 hours ago Call Chat",95000,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,15.0,0,0,5,0,3,,0
"Dell Latitude 3190 (4/128) Khurrianwala Town, Faisalabad•5 days ago Call Chat",19500,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Latitude e5440 i3 / i5 4th Gen - 8 GB RAM 128 GB SSD RJ Shopping Mall, Karachi•1 week ago Call Chat",23999,Used,3,1,4,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"MacBook Pro 14 Inches Model Town, Gujranwala•4 weeks ago Call Chat",9000,Used,2,0,0,,,0,0,0,14.0,0,0,0,0,0,0,0,0,,0,0,5,0,5,,0
"electric instant water Geyser Others, Faisalabad•1 week ago Call Chat",28000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell latitude, dell 7320,Dell 11th gen, Dell i7 DHA Defence, Karachi•15 hours ago Call Chat",95000,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,15.0,0,0,5,0,3,,0
"Dell Latitude 7200 2 in 1 Core i7 Gen 8th 16GB 256GB Gulberg 3, Lahore•3 weeks ago Call Chat",43500,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"FUJITSU CORE I5 8TH GEN Gulberg, Lahore•3 weeks ago Call Chat",32999,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"HP EliteBook 840 G5 - Business Laptop Gulshan-e-Iqbal Town, Karachi•2 days ago Call Chat",57000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo L380 core i5 8th Gen 8gb ram 256gb ssd Laptop Lenovo Johar Town, Lahore•1 week ago Call Chat",38000,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP 2in1 x360 EliteBook 1040 G5 Core i5 8th Touch n Type | 830 G7 G6 G8 DHA Phase 1, Lahore•2 weeks ago Call Chat",71999,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 5590 – Core i5 7th Gen | 8GB RAM | Excellent Condition New Karachi, Karachi•2 weeks ago Call Chat",60000,New,3,1,7,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,9,0,3,,0
"Microsoft surface pro 7 Bahria Town - Sector E, Lahore•3 weeks ago Call Chat",68000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Lenovo T480 i7 8th Gen 8GB RAM 256GB SSD FHD Backlite Keyboard ! Saddar, Rawalpindi•1 week ago Call Chat",60900,Used,4,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,1
"hp elitebook g8 830 - core i5 11th generations- 100% original imported Gulzar Colony, Gujranwala•2 weeks ago Call Chat",77999,Used,3,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Probook 445G7 Ryzen 7 4700U = i7 11th Gen 16GB RAM 256GB SSD ! Saddar, Rawalpindi•1 week ago Call Chat",76900,Used,4,1,11,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Laptop i3 i5 i7 5th 6th 7th 8th 10th Gen Elitebook Probook Laptops Township, Lahore•4 weeks ago Call Chat",38000,Used,4,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Core i5 8th Gen | 8GB RAM | 128GB SSD | Gaming Laptop Johar Town, Lahore•2 weeks ago Call Chat",32000,Used,3,1,8,8.0,128.0,2,0,0,15.6,0,0,0,1,0,0,1,0,,0,0,5,0,1,,0
"HP core i5 laptop 2.40ghz 4gb ram 250gb rom camera Ayub National Park, Rawalpindi•3 weeks ago Call Chat",18999,Used,3,1,0,4.0,250.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP EliteBook 840 G5 - Business Laptop Gulshan-e-Iqbal Town, Karachi•2 days ago Call Chat",57000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo IdeaPad | 81V5 Ryzen 3 3200U 2GB Dedicated Graphics | imported Gulberg, Lahore•1 week ago Call Chat",45000,Used,2,2,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP PROBOOK 6460b | core i5/2nd Gen | 6470b | i5/3rd Gen | Gen A+ stock Saddar, Karachi•4 weeks ago Call Chat",18000,Used,3,1,2,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Apple MacBook Air 2015 Core i5 8GB/128GB Laptop For Sale Gulberg, Islamabad•3 weeks ago Call Chat",44000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0
"HP Pavilion G6 2000 Series Laptop i5 3rd Gen Garden West, Karachi•6 days ago Chat",22500,Used,3,1,3,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP EliteBook 840 G5 Laptop 8GB/256GB SSD Slim & Clean I-10, Islamabad•1 week ago Call Chat",62000,Good,2,0,0,,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,7,0,3,,0
"Microsoft Surface Pro i5 7thGen. 8/256 |4k| 2 in 1 |with sim working Mall Road, Lahore•4 weeks ago Call Chat",32500,Good,3,1,7,,,0,0,0,15.6,0,1,0,0,0,1,0,0,,0,0,5,0,1,,0
"HP ZBook 15 G2 Workstation | i7-4| 16GB RAM | SSD | Powerful Performan Ghazi Road, Lahore•4 days ago Call Chat",37000,Used,4,1,0,16.0,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Lenovo ThinkPad T490s Core i5 8th Gen | 8GB | 256GB SSD Stock Laptop Mall Road, Lahore•2 weeks ago Call Chat",53000,Used,3,1,8,,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Elitebook 840 G6--Touchscreen!slim!Premium bussiness Series Model Town Link Road, Lahore•2 weeks ago Call Chat",68000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 3300 | Budget Business Laptop | Fast SSD | Saddar, Karachi•5 days ago Call Chat",48999,Used,2,0,0,,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"All Brands Rugged Laptops & Tablets Available at TRL Cantt, Lahore•6 days ago Call Chat",55000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Fujitsu Lifebook A576 – Core i5 6th Gen – 8GB – 180GB SSD – 15.6” Korangi, Karachi•1 week ago Call Chat",33000,Used,3,1,6,,180.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,1,,0
"Macbook Pro 2019 D Ground, Faisalabad•3 weeks ago Call Chat",90000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2019.0,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Acer Aspire A515-57 | i5 12th Gen | 8GB RAM | 256GB SSD | With Charger Al Hamra Town, Lahore•2 weeks ago Call Chat",95000,Used,3,1,12,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Dell Latitude 7200 2in1 | i5-8th | COD All over Pakistan D Ground, Faisalabad•4 hours ago Call Chat",45000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,4.0,0,0,5,0,3,,0
"Dell Latitude 3320 Core i7 11TH Gen 8GB DDR4 256GB Depalpur Road, Okara•1 week ago Call Chat",85500,Used,4,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP ZBook 15 G2 Laptop |i7 4th Gen| 8/256 GB | 1GB Graphic Card Johar Town, Lahore•4 weeks ago Call Chat",32999,Used,4,1,4,,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo chromebook | touchscreen | chrome OS laptop | 360° Flip | 32GB Scheme 33, Karachi•3 weeks ago Call Chat",14500,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,3,,0
"Dell Latitude 7420 Core i5 11th Gen, 8GB RAM, 256GB 14"" Fresh stock Kalma Chowk, Lahore•3 weeks ago Call Chat",65000,New,3,1,11,8.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP Elitebook 820 G3 Core ( i5-6th ) 8/256 HP Laptop Johar Town Phase 1, Lahore•4 weeks ago Call Chat",37000,Used,3,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP EliteBook 845/840/830/850/ Gulshan-e-Iqbal Town, Karachi•2 weeks ago Call Chat",54000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Toshiba z20t 5th gen 4gb ram 128gb ssd Awan Town, Lahore•1 week ago Call Chat",18000,Used,2,0,0,4.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,2,,0
"Dell Latitude e5440 i3 / i5 4th Gen - 8 GB RAM 128 GB SSD RJ Shopping Mall, Karachi•1 week ago Call Chat",23999,Used,3,1,4,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP New LoGo Envy Laptop Chungi Amar Sadhu, Lahore•5 days ago Chat",85000,New,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,1,0,5,0,3,,0
"Dell Latitude 5420 | Core i5- 11th gen | 16/256 SSD Ferozepur Road, Lahore•3 weeks ago Call Chat",69000,Used,3,1,11,,,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Microsoft Surface Laptop Go Quaid-e-Azam Interchange, Lahore•5 days ago Chat",75000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell Inspiron 5593 | i5 10th Gen | 8GB | 256GB SSD |2GB NVIDIA|Laptop DHA Defence, Lahore•2 weeks ago Call Chat",60000,Used,3,1,10,,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Best Used Laptops & Chromebooks - Student & Gaming Wah Model Town - Phase 2, Wah•1 week ago Call Chat",10999,Fair,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,1,5,0,1,,0
"hp laptop | Probook 440 G8 | Core i5 11Th Gen | 8/256GB Township, Lahore•1 week ago Call Chat",81000,Used,3,1,11,,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Laptop Core i5 i7 5th 6th 7th 8th 10 Generation Dell Hp Lenovo Laptops Allama Iqbal Town - Huma Block, Lahore•3 weeks ago Call Chat",39000,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Chromebook With windows 10 Lite 4-16 Main Boulevard Gulberg, Lahore•1 week ago Call Chat",9999,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"FUJITSU CORE I5 8TH GEN Gulberg, Lahore•3 weeks ago Call Chat",32999,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"Dell core i5 11th generation laptop 8gb ram DDR4 6hr battery camera Blue Area, Islamabad•2 weeks ago Call Chat",66999,Used,3,1,11,8.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Apple Macbook Pro 2023 - 16"" M2 MAX Techno City, Karachi•5 days ago Call Chat",8000,Used,5,3,13,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2023.0,0
"Surface Book 2 | core i7 8th Gen | 2GB Graphic card || Touch screen D Ground, Faisalabad•4 days ago Call Chat",79000,Used,4,1,8,,,0,0,0,15.6,0,0,0,0,1,0,0,0,,0,0,5,0,1,,0
"Dell Latitude 7400 2-in-1 | 14"" FHD | i5 8th gen| 16gb RAM|256 Nvme Awan Town - Madina Block, Lahore•4 weeks ago Call Chat",52999,Used,3,1,8,16.0,,3,0,0,15.6,1,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"Dell Latitude 7390 i7 8th Gen 8GB RAM 256GBSSD FHD Backlite Bezzeless! Saddar, Rawalpindi•2 weeks ago Call Chat",55900,Used,4,1,8,8.0,256.0,2,0,0,15.6,1,0,0,0,0,0,1,0,,0,0,5,0,3,,1
"Lenovo T14s M.A. Jinnah Road, Karachi•1 week ago Call Chat",60000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Microsoft surface pro 7+ Johar Town Phase 1, Lahore•3 weeks ago Call Chat",72000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0
"laptop | Lenovo ThinkPad X250 | core i5 | 5th gen | 4gb RAM/500GB HDD Korangi, Karachi•1 week ago Call Chat",23000,Used,3,1,5,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"Laptop Dell Latitude 5400 | 8th Gen i5 | 8GB RAM | 256GB SSD Bahria Town - Sector B, Lahore•3 weeks ago Call Chat",54999,Used,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Toshiba Laptop Core i3 2nd Gen/Core i5 6th Generation available Johar Town, Lahore•2 weeks ago Call Chat",17999,Used,3,1,2,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,2,,0
"laptop,Lenovo ThinkPad X250,core i5,5th gen,4gb RAM/500GB HDD Nazimabad, Karachi•1 week ago Call Chat",23000,Used,3,1,5,4.0,500.0,1,0,0,15.6,0,0,0,0,0,0,0,1,,0,0,5,0,3,,0
"Dell Latitude 7400 2-in-1 | 14"" FHD | i5 8th gen| 16gb RAM|256 Nvme Awan Town - Madina Block, Lahore•4 weeks ago Call Chat",52999,Used,3,1,8,16.0,,3,0,0,15.6,1,0,0,0,0,1,0,0,,0,0,5,0,3,,0
"Dell Latitude 7420 i5/11th gen 16/256 Laptop In Wholesale Price Gulberg, Lahore•2 weeks ago Call Chat",71999,Used,3,1,11,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Core i5 8th Gen | 8GB RAM | 128GB SSD | Gaming Laptop Johar Town, Lahore•2 weeks ago Call Chat",32000,Used,3,1,8,8.0,128.0,2,0,0,15.6,0,0,0,1,0,0,1,0,,0,0,5,0,1,,0
"Dell Core i5 10th Gen Generation. Better than Hp Super Town, Lahore•4 weeks ago Call Chat",50000,Used,3,1,10,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Dell Laptop Latitude Core i5 core i3 Core i7 4 to 11 Generation Bahria Town - Sector C, Lahore•5 days ago Call Chat",29999,Used,4,1,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Best Used Laptops & Chromebooks - Student & Gaming Wah Model Town - Phase 2, Wah•1 week ago Call Chat",10999,Fair,2,0,0,,,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,1,5,0,1,,0
"Hp ProBook | 640 G5 Core i5 8th Generation | Impoted laptop Gulberg, Lahore•1 week ago Call Chat",54000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Panasonic TOUGHBOOK & TOUGHPAD | TRL Pakistan Rugged Laptops & Tablets Cantt, Jhelum•3 weeks ago Call Chat",70000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo IdeaPad | 81V5 Ryzen 3 3200U 2GB Dedicated Graphics | imported Gulberg, Lahore•1 week ago Call Chat",45000,Used,2,2,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Panasonic TOUGHBOOK & TOUGHPAD | TRL Pakistan Rugged Laptops & Tablets Cantt, Jhelum•3 weeks ago Call Chat",70000,Used,2,0,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Hp 845 G7 | Ryzen 5pro 4750u | 6core 12 processor Expo Avenue Society, Lahore•3 weeks ago Call Chat",65000,Used,3,2,0,,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"HP EliteBook 845 G8 Ryzen 5 Pro 5650U | 16GB RAM | 256GB SSD Cycle 28 Nespak Housing Scheme, Lahore•2 weeks ago Call Chat",79000,Used,3,2,0,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"HP Probook 445G7 Ryzen 7 4700U = i7 11th Gen 16GB RAM 256GB SSD ! Saddar, Rawalpindi•1 week ago Call Chat",76900,Used,4,1,11,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0
"Hp ProBook | 440 G7 Core i5 10th Gen | 16GB RAM | imported laptop Defence Raya, Lahore•1 week ago Call Chat",72000,Used,3,1,10,16.0,,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0
"Lenovo Core i5 8th Generation Laptop Nawansher, Abbottabad•16 hours ago Call Chat",41000,Used,3,1,8,,,0,0,0,15.6,0,0,0,0,0,0,0,0,16.0,0,0,5,0,3,,0
"HP EliteBook 840 G10 | i5 13th Gen | 16GB RAM | 512GB SSD | Touch FHD Cantt, Rawalpindi•4 weeks ago Call Chat",34000,Used,3,1,13,16.0,512.0,2,0,0,15.6,1,0,0,0,1,0,1,0,,0,0,5,0,3,,0
