title,price,brand,model,condition,type,description,url,processor_tier,processor_brand,processor_generation,ram,storage,storage_type_score,gpu_tier,has_dedicated_gpu,screen_size,is_fullhd,is_4k,is_2k,is_gaming,is_touchscreen,is_2in1,has_ssd,has_hdd,battery_wh,is_new,is_used,condition_score,has_warranty,brand_premium,model_year,has_backlit,processor_score,storage_score,graphics_score,gaming_score,portability_score,features_score,capacity_score,age,age_factor,premium_spec_score
Laptop HP EliteBook 830 G5 – Core i5 8th Gen | 8GB RAM | 256GB SSD,53000.0,Dell,Others,New,Business,"Description HP EliteBook 830 G5 laptop in excellent condition. 

Intel Core i5 8th Generation Processor

8GB RAM

256GB SSD

Slim, lightweight & professional design

Reliable performance – ideal for office, study, and daily use

 Neat & clean condition
 Ready to use

 Only serious buyers may contact.",https://www.olx.com.pk/item/laptop-hp-elitebook-830-g5-core-i5-8th-gen-8gb-ram-256gb-ssd-iid-1105189175,3,1,8,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,23.0,25.12,0,8.0,7.800000000000001,0,11.636,,,100.68
"Apple Macbook Air 2017 Core i5 , 8GB RAM, 128GB SSD Apple Laptop sale",55000.0,Apple,MacBook Air,Used,MacBook,"Description Model:macbook air 2017

Processor:core i5 

8gb ram

128ssd

13.3 Display

neat and clean 

battery cycle 250

import from USA

7 Days Check Warranty

Call or Whatsapp
Whatsapp: 03/44/444/88/87

Shop timing
11:30 AM - 9:30 PM. .",https://www.olx.com.pk/item/apple-macbook-air-2017-core-i5-8gb-ram-128gb-ssd-apple-laptop-sale-iid-1103659059,3,1,0,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,2017.0,0,11.0,22.56,0,8.0,7.800000000000001,0,7.268,8.0,0.30119421191220214,101.4
"Apple Macbook Pro 2019, 13 inches, Core i7, 16GB Ram, 1TB SSD",11400.0,Apple,MacBook Pro,Used,MacBook,"Description Slightly used Laptop with very good condition and with below stated specifications:

MacBook Pro 2019
Intel Core i7
16GB RAM 
1TB Apple flash storage SSD 
13 inches Ratina Display screen size, 
Full-Size Backlit Keyboard with TouchBar
Excellent battery backup 
100% errors & faults free,
No Repair and No MDM Lock Guarantee
If you need any further information, please don’t hesitate and contact @ O 3 2 I - 4 3 I 2 O 8 3",https://www.olx.com.pk/item/apple-macbook-pro-2019-13-inches-core-i7-16gb-ram-1tb-ssd-iid-1105406894,4,1,0,16.0,1024.0,2,0,0,13.0,0,0,0,0,0,0,1,0,,0,0,5,0,5,2019.0,0,14.0,40.480000000000004,0,12.0,13.0,0,16.744,6.0,0.40656965974059917,201.20000000000002
10/10 Macbook m1 Pro 16 inch 16 gb 512 gb,33300.0,Apple,MacBook Pro,Used,MacBook,"Description Just like new Macbook m1 pro 16 inches
16 gb Ram + 512 gb Storage 
condition 10/10 as seen in photos ( Real Photos attached ) 

very carefully used , Best for you rather than purchasing new 

with all original accessories (charger and wire )

battery health : 100
cycles : 95
Scratch less , Spotless condition

no mdm lock and no icloud lock
with guarantee 

check first then buy !
whatsapp call if my phone number is off.",https://www.olx.com.pk/item/1010-macbook-m1-pro-16-inch-16-gb-512-gb-iid-1095847054,5,3,11,16.0,256.0,0,0,0,16.0,0,0,0,0,0,0,0,0,,0,0,10,0,5,,0,37.5,5.12,0,14.0,7.0,0,19.186,,,280.3
Lenovo Core i5 8th Gen Laptop – Neat & Clean – Urgent Sale,78999.0,Lenovo,ThinkPad,Used,Laptop,"Description Processor: Intel Core i5 – 8th Gen

 RAM: 16GB DDR4 – Smooth 

 Storage: 256GB SSD – Fast and reliable

 Graphics: 2GB NVIDIA Quadro P500 – Ideal for gaming, design, and development

   Features:
 • Backlit Keyboard
 • Numeric Pad
 • Original Type-C Charger
 • Back Sheet + Screen Protector applied

 Battery Backup: Excellent – Long-lasting performance

 Condition: 10/10 – Like new

 Perfect for gamers, coders, designers, and professionals. 
 Best performance in this price range – Serious buyers only

 Contact now to grab the deal  (View phone number)",https://www.olx.com.pk/item/lenovo-core-i5-8th-gen-laptop-neat-clean-urgent-sale-iid-1104381487,3,1,8,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,7,0,3,,0,23.0,5.12,0,10.0,7.800000000000001,0,14.835999999999999,,,124.68
LENOVO THINKPAD X260/X270 I5 6TH GENERATION 8GB RAM 128GB SSD,32000.0,Lenovo,ThinkPad,Used,Laptop,"Description *Specifications*
- *Processor*: Intel Core i5 (6th Generation, Skylake)
- *RAM*: 8GB DDR4
- *Storage*: 128GB SSD
- *Display*: 12.5-inch HD or FHD (1366 x 768 or 1920 x 1080)

*Key Features*
- *Processor*: Intel Core i5-6200U or i5-6300U (6th gen)
- *RAM*: 8GB DDR4.1600 MHz
- *Storage*: 128GB SSD, fast storage for apps and files
- *Display*: 12.5-inch HD or FHD, anti-glare
- *Ports*: USB-A, USB-C (Thunderbolt 3 on X270), HDMI, DisplayPort, Ethernet (RJ-45), headphone/microphone jack
- *Wireless*: Wi-Fi 4 (802.11n) or Wi-Fi 5 (802.11ac), Bluetooth 4.0 or 4.1

*Business Features*
- *Security*: Fingerprint reader, Trusted Platform Module (TPM)
- *Durability*: MIL-STD-810G tested for ruggedness
- *Keyboard*: Spill-resistant keyboard

*Battery Life*
- *Up to 5 hours*: Battery life varies depending on usage and configuration

The Lenovo ThinkPad X260/X270 is a business-class ultraportable laptop designed for productivity, security, and durability. With its Intel Core i5 processor, 8GB RAM, and 128GB SSD, it provides a reliable and efficient work experience. 

What's aap:  (View phone number)",https://www.olx.com.pk/item/lenovo-thinkpad-x260x270-i5-6th-generation-8gb-ram-128gb-ssd-iid-1103186680,3,1,6,8.0,128.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,20.0,22.56,0,8.0,7.800000000000001,0,9.968,,,87.84
DELL Ryzen 5 5625U | 32GB RAM | 8GB Graphics | 4K Display | 256GB NVMe,89999.0,Dell,Vostro,Used,Business,"Description Dell 3425 – Special Edition with 8GB dedicated AMD Radeon Graphic Card and 4K Display Resolution 3840 x 2160p (14"" FHD LED)
Ryzen 5 5625U (6 Cores / 12 Threads, 16MB Cache)
32GB DDR4 RAM
256GB NVMe SSD
3 Hours Backup
Price: Final – No Bargain, Offers, or Discounts",https://www.olx.com.pk/item/dell-ryzen-5-5625u-32gb-ram-8gb-graphics-4k-display-256gb-nvme-iid-1104215079,3,2,0,32.0,256.0,3,0,0,15.6,0,1,0,0,0,0,0,0,,0,0,5,0,3,,0,13.0,35.12,0,14.0,7.800000000000001,4,18.236,,,142.68
Apple Macbook Air 2015 Laptop ( 8GB/128GB ) for sale,47000.0,Apple,MacBook Air,Used,MacBook,"Description Brand: Apple  

Model: MacBook Air 2015  

Processor: Intel Core i5  

RAM: 8GB  

Storage: 128GB SSD  

Display: 13.3-inch  

Keyboard: Backlit

Battery Life: Good Backup  

Weight: Lightweight & Ultra-Portable

Charger: Original Included  

Condition: Neat & Clean (Imported from USA)  

Warranty: 7 Days Check Warranty  

Call or WhatsApp for Details:  
WhatsApp: 03/44/444/88/87  

Shop Timings: 11:30 AM - 9:30 PM.",https://www.olx.com.pk/item/apple-macbook-air-2015-laptop-8gb128gb-for-sale-iid-1103657734,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2015.0,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,10.0,0.22313016014842982,122.8
"Apple MacBook Pro 2018, 13 inch, i7, 16gb Ram, 256 Gb SSD card",80000.0,Apple,MacBook Pro,New,MacBook,"Description Model Year: 2018

Size: 13-inch

Processor: Intel Core i7 (8th Gen, quad-core, 2.7GHz base – up to 4.5GHz Turbo Boost)

RAM: 16GB LPDDR3 (2133MHz)

Storage: 256GB SSD

Graphics: Intel Iris Plus Graphics 655

Ports: 4x Thunderbolt 3 (USB-C)

Keyboard: Butterfly keyboard (3rd generation with membrane)

Touch Bar: Yes (Touch ID included)
Performance: Solid for most productivity tasks and moderate creative work (photo editing, light video editing). 

Thermals: Can throttle under sustained heavy workloads. 

Display: Retina display with True Tone — excellent color accuracy. 

Battery Life: Around 8–10 hours for general use (can degrade with age). 

Keyboard: Known for reliability issues (sticky keys), though this 3rd-gen version improved a bit. 
for more details contact us 
 (View phone number)",https://www.olx.com.pk/item/apple-macbook-pro-2018-13-inch-i7-16gb-ram-256-gb-ssd-card-iid-1104388820,4,1,0,16.0,256.0,2,0,0,13.0,0,0,0,0,0,0,1,0,,0,0,5,0,5,2018.0,0,14.0,25.12,0,12.0,13.0,0,12.136,7.0,0.3499377491111553,162.8
"MacBook Pro 2021 M1 Pro – 16"" | 32GB RAM | 1TB SSD |",37500.0,Apple,MacBook Pro,Used,MacBook,"Description Premium MacBook Pro M1 Pro 2021 – powerful, sleek, and in flawless condition. 

Display: 16-inch Retina XDR

Processor: Apple M1 Pro Chip

RAM: 32GB for seamless multitasking

Storage: 1TB SSD for ultra-fast performance

Condition: 10/10 (Scratchless, looks brand new)

Battery Health: 100%

Cycle Count: 101

Accessories: Original 140W charger & MagSafe 3 cable

Warranty: 15 days check warranty for peace of mind

Location: GSM Corporation, 3rd Floor, Singapore Plaza, Bank Road, Saddar, Rawalpindi

Perfect for professionals, designers, and anyone who demands top-tier performance in a portable package.",https://www.olx.com.pk/item/macbook-pro-2021-m1-pro-16-32gb-ram-1tb-ssd-iid-1104887652,5,3,11,32.0,1024.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,5,2021.0,0,37.5,40.480000000000004,0,18.0,7.800000000000001,0,30.194000000000003,4.0,0.5488116360940265,398.70000000000005
Dell Latitude 7400 core i5 8th Gen 8/256gb,50000.0,Dell,Latitude,Used,Business,"Description Dell Latitude 7400 
core i5 8th Gen 
8gb ram ddr4 
256gb ssd nvme
14"" screen size 
backlit keyboard 
1080p FHD display 
Excellent battery backup 
Original dell charger 

STANDARD LAPTOPS 
SHOP NO LG 55 RANIA MALL BANK ROAD SADDAR RAWALPINDI

CONTACT NO:  (View phone number)",https://www.olx.com.pk/item/dell-latitude-7400-core-i5-8th-gen-8256gb-iid-1102775892,3,1,8,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,23.0,5.12,0,10.0,7.800000000000001,0,14.835999999999999,,,124.68
"Azadi Offer 9k , 12k, 18k, 22k, 30k, 50k,",18000.0,Lenovo,ThinkPad,Used,Business,"Description آزادی آفر ۔۔۔۔۔جشن آزادی مبارک ۔۔۔۔۔۔آزادی آفر
ابھی واٹس ایپ کریں اور پائیں بڑی ڈسکاؤنٹ

Whattsapp us : O322""42281O4

UK , USA, Canada Imported Laptpp Lots Available. 

Lahore ki sb se kam wholesale laptop prices. 

abhi whattsapp kren. 
بات کریں گے تو بات بنے گی۔ 

Whattsapp us : O322""42281O4

۔۔۔۔۔۔۔ُ۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔

Core i3
Core i5, 
Core i7

1st Gen, 2nd Gen, 3 rd Gen
4th Gen, 5th Gen, 6th Gen
8th Gen, 10th Gen, 11 th Gen

All Brands Available. 
Imported lots of all brands of Laptops. 

 Mont Missout   

ابھی واٹس ایپ پر میسج کریں۔ اور منگوائیں ڈیٹیلز اپنے پسندیدہ لیپ ٹاپ کی۔ 

Cash On Delivery Available. .",https://www.olx.com.pk/item/azadi-offer-9k-12k-18k-22k-30k-50k-iid-1104948129,2,0,0,16.0,256.0,0,0,0,15.6,0,0,1,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
MacBook Ai 15-inch M4 16/ 512 | 24/512GB Sky Blue MC7C4LL BOX PACKED,42900.0,Apple,MacBook Air,New,MacBook,"Description Apple 2025 MacBook Air 15-inch Laptop with M4 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue

MYAPPLESTORE. PK

MyAppleStore. Pk IN STOCK List
 UPDATED APPLE STUFF IN STOCK!!
NON-ACTIVE  SEALED PACK FROM USA  SELF IMPORT - OWN STOCK !
UPDATED: 20th JUNE 2025


*APPLE MACBOOK AIRS 13 INCH*
 Macbook Air 2024 M3 13.3 inch 8/512 - Midnight - MRXW3LL 
 Macbook Air 2024 M3 2024 13.6 inch 16 GB 512 GB Midnight - MXCV3LL 
 Macbook Air 2024 M3 2024 13.6 inch 16 GB 512 GB Space Gray - MXCR3LL
 Macbook Air 2024 M4 2025 13.6 inch 16/256 - MIDNIGHT - MW123
 Macbook Air 2024 M4 2025 13.6 inch 16/256 - SKYBLUE - MC6T4LL
  MacBook Air 2024 M4 13-inch 16/256GB - Silver - MW0W3LL
 MacBook Air 2025 M4 13-inch 16/512GB - Midnight - MW133LL
 MacBook Air 2025 13-inch M4 24/512GB - Midnight - MC6C4LL
 MacBook Air 2025 13-inch M4 24/512GB - Sky Blue - MC6V4LL

*APPLE MACBOOK AIRS 15.3 INCH*
 Macbook Air M2 2024 15.3 inch 8 GB 256 GB Midnight - APPLE REFURB SEALED
 Macbook Air M3 2024 15.3 inch 8 GB 256 GB Starlight - MRYR3LL
 Macbook Air M4 2025 15.3 inch 16 GB 256 GB SKYBLUE - MC7A4LL
  Macbook Air 2025 M4  2025 15.3 inch 16 GB /256 GB - Stralight - MW1J3LL
  MacBook Air 2025 M4 15-inc 16/256GB - Midnight - MW1L3LL
 Macbook Air M4 2025 15.3 inch 16 GB 512 GB SKYBLUE - MC7C4LL
  MacBook Air 15-inch M4 16/512GB - Midnight - MW1M3LL
 MacBook Air 2025 15-inch M4 24/512GB - Midnight - MC6L4LL


*APPLE MACBOOK PROs 14.2 inches*
 Macbook Pro m1 13.3 inch 16 GB 512 GB Space Grey - Z11C000E4
 Macbook Pro 2023 M2 Pro 14.2 inch 16 gb /1 TB - SG - MPHF3LL 2 YR APPLECARE + PAID
 Macbook Pro M3 Pro 2023 14.2 inch 18/1 Tb - Space Black - MRX43LL
  Macbook Pro 2024 M4 14.2 inch 16/512 GB  -  Silver - MW2W3LL
 Macbook Pro 2024 M4 2024 14.2 inch 16/512  -Space Black - MW2U3LL
 MacBook Pro M4 14.2-inch 16GB /1TB SSD - Space Black- MW2V3LL
 Macbook Pro M4 Pro 2024 14.2 inch 24/512 - Space Black - MX2H3LL
  MacBook Pro M4 2024 14.2-inch  24GB, 512GB Storage - Silver - MX2E3LL
 Macbook Pro M4 Pro 2024 14.2 inch 24/1 TB - Space Black - MX2J3LL

*APPLE MACBOOK PROs 16.2 inches*
 Macbook Pro M4 Pro 16.2 inch M4 24/512GB - Space Black - MX2X3LL

*APPLE MACBOOK MAXs*
 Macbook Pro  M2 MAX 32 gb /1 TB - Space Grey - MPHG3LL
 Macbook Pro 2024 M4 Max 14.2 inch M4 36/1TB - Space Black - MX2K3LL

*MAC MINIs / IMACs in Stock*
 2024 Mac Mini M4 10‑C CPU 10‑C GPU 16/256 GB - MU9D3LL 
 2024 Mac Mini M4 10‑C CPU 10‑C GPU 16/512 GB - MU9E3LL
 2024 Mac Mini M4 10‑C CPU 10‑C GPU  24/512GB - MCYT4LL
 2024 Mac Mini M4 Pro 12‑C CPU 16‑C GPU 24/512 GB - MCX44LL
Brand	Apple


Model Name	MacBook Air
Screen Size	15.3 Inches
Color	Sky Blue
Hard Disk Size	256 GB
CPU Model	Apple M4
Ram Memory Installed Size	16 GB
Operating System	Mac OS
Special Feature	Fingerprint Reader, Lightweight, Backlit Keyboard
Graphics Card Description	Integrated




What's in the box
15-inch MacBook Air
USB-C to MagSafe 3 Cable (2m)
35W USB-C Power Adapter

0/3/1/8/4/2/1/7/8/0/1",https://www.olx.com.pk/item/macbook-ai-15-inch-m4-16-512-24512gb-sky-blue-mc7c4ll-box-packed-iid-1104503413,2,0,0,16.0,512.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,,0,6.0,10.24,0,8.0,7.800000000000001,0,11.272000000000002,,,135.6
MacBook Pro 2019 16inch i9,16500.0,Apple,MacBook Pro,Used,MacBook,Description MacBook Pro 2019 16 inch i9 brand new condition 10/10. no scratchea,https://www.olx.com.pk/item/macbook-pro-2019-16inch-i9-iid-1104872792,5,1,0,16.0,256.0,0,0,0,16.0,0,0,0,0,0,0,0,0,,0,0,5,0,5,2019.0,0,17.0,5.12,0,14.0,7.0,0,13.036,6.0,0.40656965974059917,177.8
"Apple Macbook Pro 2019 - 16""",16000.0,Apple,MacBook Pro,Used,MacBook,"Description Apple Macbook Pro 2019
Core i9 - 8 Core
Ram 32GB
1TB SSD
Graphic Caed Radeon 4GB 5500M DDR6 
16""'Retina Display
96W Original Charger & Cable Used 
or Brandnew charger original - @160k",https://www.olx.com.pk/item/apple-macbook-pro-2019-16-iid-1103851090,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,5,2019.0,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,6.0,0.40656965974059917,122.8
Hp probook 645G4 Amd Ryzen 5 Pro 2500U 8GB Ram and 256GB SSD 1GB card,45900.0,HP,ProBook,Used,Laptop,"Description Welcome to laptop Galaxy Store 

Price of Laptop is Final. 

Hp Probook 645G4
Amd Ryzen 5 Pro 2500U
1GB Dedicated card
8GB RAM, 
256GB storage
Battery : 2-3 Hours Backup

With Hp Bluepin Original Charger

1 Month Written Replacement warranty

Note : All of our Laptops & Chromebook are Fresh Imported. None of them are local used in Pakistan nor Repaired with 1 month of written replacement warranty. 

Whatsapp : 0/3/1/2/0/4/5/22/9/1",https://www.olx.com.pk/item/hp-probook-645g4-amd-ryzen-5-pro-2500u-8gb-ram-and-256gb-ssd-1gb-card-iid-1104998633,3,2,0,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,13.0,25.12,0,8.0,7.800000000000001,0,8.636000000000001,,,70.68
Laptop | Used Laptop | Branded Laptop,25000.0,Others,Others,Used,Laptop,"Description Used All brands Laptops Available in Best Condition with Lowest Price

All Brands Laptop | Used Laptop | Branded Laptop

(Wholesale Dealer) All Models Available of Laptops

Pentium, AMD, Core i3, i5, i7 (1st, 2nd, 3rd, 4th, 6th, 7th, 8th, 10th Generations) with 4 / 8 / 16 / 32 GB Ram, 500 GB / 1 TB HDD, 128 / 256 / 512 GB / 1 TB SSD

Screen Size: 12.5"", 13.3"", 14.1"", 15.6"", 17.3""

Available in Quantity

Contact only on WhatsApp or Call",https://www.olx.com.pk/item/laptop-used-laptop-branded-laptop-iid-1090003108,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,1,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
HP ZBook Studio G7 Core i9 10th Gen 256GB SSD 4GB | Laptop | HP Laptop,17900.0,HP,Others,Used,Laptop,"Description HP ZBook Studio G7 Mobile WorkstationComet Lake - 10th Gen Core i9 Octa-Core Processor
 32GB RAM - 256GB SSD
 4-GB NVIDIA Quadro T2000 GDDR6 with Max-Q Desig
15.6"" Full HD IPS Display
 B&O Play
Backlit KB
Windows 11 Pro  (Silver)
Original battery 
Original charger 
Battery : 3 hours 
Camera : Working 
Wifi : Working 

Warranty 22 days on bill date 

Return warranty 3 days without any chargers it's Sunnah 

TECHNO City Mall First floor 
Fc-30 

Contact 
Call/WhatsApp 

Special Gift 
Laptop Bag & Mouse",https://www.olx.com.pk/item/hp-zbook-studio-g7-core-i9-10th-gen-256gb-ssd-4gb-laptop-hp-laptop-iid-1098761628,5,1,10,16.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,32.0,25.12,0,14.0,7.800000000000001,0,17.536,,,151.68
MSI GS76 STEALTH 16GB GRAPHICS ULTIMATE GAMING MACHINE,37500.0,MSI,Stealth GS Series,Used,Laptop,"Description Intel Core i9-11900H PROCESSOR
64GB GDDR4 RAM
1TB NVME SSD
16GB NVIDIA RTX 3080 GRAPHICS
17.3""INCH 4K 120HZ DISPLAY
GAMING BEAST
""Very Good Condition""

For more info Whatsapp : 03#24-20#30#40#3",https://www.olx.com.pk/item/msi-gs76-stealth-16gb-graphics-ultimate-gaming-machine-iid-1105228487,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,1,0,0,0,0,,0,0,5,0,4,,0,6.0,5.12,0,16.0,7.800000000000001,0,9.736,,,98.24
Dell latitude E7270.,23500.0,Dell,Latitude,Used,Ultrabook,"Description Dell latitude. E7270.
8gb. 256gb. 
LCD Panel changed. 
8/10 condition. 
good battery time. 
with charger. 
price is almost final.",https://www.olx.com.pk/item/dell-latitude-e7270-iid-1105154460,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
HP ZBook 15 G5 | i7 8th Gen | 24GB RAM | 512GB SSD | 4GB Nvidia Quadro,15500.0,HP,Others,Used,Laptop,"Description Selling my HP ZBook 15 G5 in excellent condition. 
* Intel Core i7 (8th Gen) processor
* 24GB DDR4 RAM – Fast multitasking
* 512GB WD NVMe SSD – Super fast storage
* 4GB Nvidia Quadro P1000 – Ideal for graphic design, CAD, 3D work
* Never repaired, no damage – 100% working condition
* Rugged, powerful mobile workstation",https://www.olx.com.pk/item/hp-zbook-15-g5-i7-8th-gen-24gb-ram-512gb-ssd-4gb-nvidia-quadro-iid-1102943465,4,1,8,24.0,512.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,26.0,30.240000000000002,0,14.0,7.800000000000001,0,20.472,,,165.36
Dell Latitude 7480/ Core i7  7th Generation/8GB Ram/ 256GB SSD,57500.0,Dell,Latitude,Used,Ultrabook,"Description  Dell Latitude 7480 – Slim & Business Class Laptop only 58,500/-

 Processor: Intel Core i7-7600U (2.8 GHz)
 Generation: 7th Gen
 RAM: 8GB DDR4
 SSD: 256GB (Fast Boot & Storage)
 Display: 14.0"" Full HD (1920×1080)
 Graphics: Intel HD 620

 Extra Features:
 Backlit Keyboard 
 HD Webcam 
 HDMI, USB 3.0 & Type-C Ports
 Slim & Lightweight Design

 Pre-Installed Software:
 Windows 11 Pro (Lifetime Activated)
 MS Office (Lifetime)

 Package Includes:
 Original Dell Charger

 Perfect Choice For:
 Students  |  Office Work  |  Online Business  |  Everyday Use

 Business Series Laptop – Slim, Stylish & Durable

 Available in Pakistan – Delivery All Over Pakistan",https://www.olx.com.pk/item/dell-latitude-7480-core-i7-7th-generation8gb-ram-256gb-ssd-iid-1105383502,4,1,7,8.0,256.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,24.5,25.12,0,10.0,7.800000000000001,0,12.086,,,105.18
HP EliteBook 1040 G9 Core I5 12th Gen 16GB Ram 512GB SSD x360,13500.0,HP,Elite Book,Used,Laptop,"Description Comes with charger. Excellent condition. 
Windows 11, fingerprint reader, and premium build quality.",https://www.olx.com.pk/item/hp-elitebook-1040-g9-core-i5-12th-gen-16gb-ram-512gb-ssd-x360-iid-1104417548,3,1,12,16.0,512.0,2,0,0,15.6,0,0,0,0,0,0,1,0,,0,0,5,0,3,,0,29.0,30.240000000000002,0,10.0,7.800000000000001,0,18.172,,,150.36
Lenovo Thinkpad X260 core i5 6 generation,33000.0,Lenovo,ThinkPad,Used,Laptop,"Description Lenovo Thinkpad x260
Core i5 6 generation 
8 gb ram
128 ssd
12.5 inch 
Fresh laptop 
Battery ok 
Double battery installed 
Camera 
Wifi
Bluetooth 
10/10
Charger  
3 days check warranty",https://www.olx.com.pk/item/lenovo-thinkpad-x260-core-i5-6-generation-iid-1105278540,3,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,11.0,5.12,0,10.0,7.800000000000001,0,11.236,,,88.67999999999999
Dell laptop,18000.0,Dell,Latitude,Used,Laptop,Description condition 10 by 9 on ROM 4 RAM 300 bhakti all ok ha,https://www.olx.com.pk/item/dell-laptop-iid-1105434783,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
hp chrome book 11G5 4GB 16GB Battery timing 5 hour,9999.0,HP,Others,Used,Chromebook,Description seald pec 100% Original hia,https://www.olx.com.pk/item/hp-chrome-book-11g5-4gb-16gb-battery-timing-5-hour-iid-1105434806,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,5.0,0,0,5,0,3,,0,6.0,5.12,0,8.0,3.3000000000000007,0,9.736,,,73.67999999999999
Dell latitude 5420 ci3-11th generation 8gb ram,49999.0,Dell,Latitude,Used,Ultrabook,"Description stock available at Hunani Trading Co Karachi 

0/3/0/0/2/2/5/4/7/4/6

Dell latitude 5420
Intel core i3-11th generation 
8gb ram ddr4 
256gb ssd
14.1"" HD display 
Ultrabook 

15 days checking warranty 

cash on delivery Karachi only",https://www.olx.com.pk/item/dell-latitude-5420-ci3-11th-generation-8gb-ram-iid-1101824640,2,0,0,8.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,6.0,7.800000000000001,0,6.5360000000000005,,,49.68000000000001
Dell Lattitude 5320 Core i5 11th Generation Laptop/For sale,55000.0,Dell,Latitude,New,Laptop,"Description Hi friends i want to sell my Dell Lattitude 5320 Core i5 11th Generation Laptop Specifications are mentioned below:-
Dell Lattitude 5320
Core i5 11th Generation
16gb DDR4 ram
256gb SSD
13.3 inch 1080p Display
Backlight keyboard
Wifi
Camera
3 hours Battery Backup
Condition 10/10
Accessories
Original Charger
Laptop has not been locally used in Pakistan came from abroad. 
No foolish or exchange offers please only serious buyers contact me on WhatsApp or directly call on my contact number. 
Price 55k",https://www.olx.com.pk/item/dell-lattitude-5320-core-i5-11th-generation-laptopfor-sale-iid-1104631441,3,1,11,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,27.5,5.12,0,10.0,7.800000000000001,0,16.186,,,138.18
Chromebook fleax,11000.0,Dell,Others,Used,Chromebook,"Description 3685MAH BATTERY
4G ROM
10/10 condition
(64Bit)
Total Orignal 
Only Cash
0/3/0/1/6/8/6/4/8/9/5",https://www.olx.com.pk/item/chromebook-fleax-iid-1105434899,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,1,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,24.56
laptop HP i7 11 generation,85999.0,HP,ProBook,Used,Business,Description HP i7 11 generation 8/256 ProBook,https://www.olx.com.pk/item/laptop-hp-i7-11-generation-iid-1105435003,4,1,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,14.0,5.12,0,12.0,7.800000000000001,0,12.136,,,97.68
HP elite book 840 G7,79000.0,HP,Elite Book,Used,Laptop,"Description Want to sale
HP elitebook
840 g7
i5 10th generation 
Ram 8gb
Ssd 256gb
FHD display 
14.0"" FHD Display
Cleen condition",https://www.olx.com.pk/item/hp-elite-book-840-g7-iid-1105435034,2,0,0,16.0,256.0,0,0,0,15.6,0,0,0,0,0,0,0,0,,0,0,5,0,3,,0,6.0,5.12,0,8.0,7.800000000000001,0,9.736,,,73.67999999999999
